Site_ID,Site_Type,Site_Name,State,Latitude,Longitude,Lat_Long_Datum,Lat_Long_Source,Elevation_in_Meters,Elevation_Source,Degree_of_Development_Surrounding_Site,Landscape_Description,Proximity_to_Road,Proximity_to_Permanent_Water,Area_of_Site,Type_of_Forest_at_Site,Presence_of_Slope,Location_Relative_to_Slope,Slope_Aspect,Presence_of_Domesticated_Cats,Presence_of_Domesticated_Dogs,Presence_of_Domesticated_Animals,Presence_of_Garden,Presence_of_Bird_Feeder,Presence_of_Nesting_Box,Presence_of_Fruit,Presence_of_Birdbath,Presence_of_Other_Features_Designed_to_Attract_Animals,Site_Comments,Site_Registration_Date
16236,Group,Lost Pond Trail (PINK2),NH,44.254131,-71.251999,User,User,606,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,118 yd,10 yd,1 sqyd,A mixture of evergreen and deciduous trees,,,,,,,-1,,,,,,"Continue along Lost Pond trail about 100m from PINK1 station, climbing slowly until you reach the visible high point along the trail and there is a large boulder jutting into the right side of trail.",2013-11-30
16237,Group,Lost Pond Trail (PINK3),NH,44.255249,-71.251503,User,User,620,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,,,,A mixture of evergreen and deciduous trees,,,,,,,-1,,,,,,"Continue along Lost Pond trail just over 100m from PINK2 station, until section where trail runs immediately adjacent to the river - monitored patch is approximately 25 meters along this section",2013-11-30
16238,Group,Lost Pond Trail (PINK4),NH,44.2523,-71.251701,User,User,610,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,167 yd,10 ft,1 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,After PINK3 at the end of board walks but before first bridge.,2013-11-30
16239,Group,Tuckerman Ravine Trail (TUCKS1),NH,44.25832,-71.253502,User,User,619,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,156 yd,100 yd,1 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"Shortly after the start of the trail, just before the line of large boulders on left of the the trail.",2013-11-30
16240,Group,Tuckerman Ravine Trail (TUCKS2),NH,44.25872,-71.2537,WGS84,Google Maps,643,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,213 yd,75 yd,1 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,At &quot;Y&quot; intersection with the logging road leading to OJR.,2013-11-30
16241,Group,Tuckerman on Blanchard  (TUCKS3),NH,44.261089,-71.253601,User,User,627,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,285 yd,200 yd,1 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,About 50 yds up from OJR on the Blanchard Loop Ski Trail.  By two dead trunks with and blue ski diamond blazes.,2013-11-30
16242,Group,Zealand Falls Hut (ZEAL1),NH,44.195549,-71.4944,User,User,790,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,2.1 mi,10 yd,1 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"Section of stream, beginning where Hut access trail meets Whitehall brook, to 10 meters upstream.  There are 2 large boulder groups that mark the upper end of the site",2013-11-30
16243,Group,Zealand Falls Hut (ZEAL2),NH,44.195461,-71.495796,User,User,809,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,2.2 mi,20 yd,1 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"From junction of Lend-A-Hand and Zealand Ridge Trails.  First 10 meters of Lend-A-Hand trail, until trail turns slightly left",2013-11-30
16245,Group,Zealand Falls Hut (ZEAL4),NH,44.195629,-71.492996,User,User,762,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,2.1 mi,,1 sqyd,A mixture of evergreen and deciduous trees,,,,,,,-1,,,,,,Along side trail to Zealand Falls from Zealand Trail.  Last 10 meters before trail opens up for view of falls.,2013-11-30
16246,Group,Zealand Falls Hut (ZEAL5),NH,44.195671,-71.490402,User,User,743,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,2.1 mi,45 yd,1 sqyd,A mixture of evergreen and deciduous trees,,,,,,,-1,,,,,,On Zealand Trail where it meets Ethan Pond Trail,2013-11-30
16257,Group,Teatown Lake Reservation,NY,41.211025,-73.826889,WGS84,Google Maps,696,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2013-12-03
16262,Group,Fremont-Don Edwards SF Bay National Wildlife Refuge,CA,37.531857,-122.073212,WGS84,Google Maps,16,Auto-USGS-WebService,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",3 ft,1400 ft,1.6 ac,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",In the middle of the slope,Northeast,,,,0,,,,,,,2013-12-04
16282,Group,Cottonwood #2,NM,34.97871,-106.683685,WGS84,Google Maps,1496,Auto-USGS-WebService,Urban,"Agricultural field, cropland or pasture",5 ft,0.5 mi,4 sqyd,,,,,,,,-1,,,,,,,2013-12-09
16295,Personal,Clearbrooke,FL,27.929228,-82.725639,WGS84,Google Maps,3,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",20 yd,2 mi,3 ac,,,,,,,,-1,,,,,,,2013-12-10
16356,Personal,Home,MN,45.317341,-93.821838,WGS84,Google Maps,274,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",40 ft,600 ft,0.6 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,1,,1,1,1,,1,,"Birdbath in warm seasons only.  Hanging hummingbird feeders in warm season.  Hanging seed feeders and suet feeders in winter.Nest box for House Wrens, also used by Chickadees.",2014-01-01
16374,Group,CCA Oakland Campus,CA,37.835827,-122.25074,WGS84,Google Maps,59,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",1 ft,450 yd,4 ac,,,,,,,,-1,,,,,,,2014-01-07
16404,Personal,"TCCD, SE Campus",TX,32.638493,-97.071976,WGS84,Google Maps,174,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,0.5 mi,4 ac,,,,,,,,-1,,,,,,This is a Community College.  It is landscaped.  Many of the plants are 5-20 feet from a parking lot.,2014-01-15
16433,Personal,My Yard,MA,42.02261,-71.357544,WGS84,Google Maps,71,Google Elevation Service,Other (please describe in comments box),"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",3 ft,300 ft,100 ft2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,1,1,,1,,Residential Agricultural Zone (houses surrounded by fields and woods),2014-01-19
16440,Group,YOSE_WACO,CA,37.743961,-119.558502,WGS84,Google Maps,1227,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,100 ft,400 ft,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-01-20
16454,Group,Vassar College Ecological Preserve,NY,41.667408,-73.895546,WGS84,Google Maps,41,Auto-USGS-WebService,Suburban,Other (please describe in comments box),,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-01-22
16496,Group,CSS 1,CA,33.633789,-117.553848,WGS84,Google Maps,350,Auto-USGS-WebService,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",,,,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",In the middle of the slope,West,,,,0,,,,,,,2014-01-27
16522,Group,Lower Butte Creek,AZ,34.545467,-112.47728,WGS84,Google Maps,1625,Auto-USGS-WebService,Urban,Forested wetland (such as swamp or mangrove),5 ft,3.5 mi,1.3 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,,1,1,,1,,,,,ephemeral stream,Urban creek undergoing restoration.,2014-01-30
16547,Group,Barrio Sapo,AZ,32.221745,-110.926476,WGS84,Google Maps,757,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-01
16587,Group,CSS 2,CA,33.628143,-117.553955,WGS84,Google Maps,291,Auto-USGS-WebService,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",,,,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",In the middle of the slope,,,,,-1,,,,,,,2014-02-04
16588,Group,CSS 3,CA,33.627426,-117.549858,WGS84,Google Maps,375,Auto-USGS-WebService,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",,,,"Mostly evergreen trees (for example, pine or live oak)",,,,,,,-1,,,,,,,2014-02-04
16590,Group,Riparian 1,CA,33.640274,-117.553055,WGS84,Google Maps,326,Auto-USGS-WebService,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-02-04
16591,Group,Riparian 2,CA,33.628738,-117.555573,WGS84,Google Maps,277,Auto-USGS-WebService,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-02-04
16592,Group,Riparian 3,CA,33.627308,-117.555656,WGS84,Google Maps,272,Auto-USGS-WebService,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-02-04
16610,Group,JOMU - HOME,CA,37.991367,-122.132027,WGS84,Google Maps,30,Auto-USGS-WebService,Urban,Orchard or tree farm,10 ft,0.5 mi,14 ac,,,,,,,,-1,,,,,,,2014-02-05
16682,Personal,Home,KY,38.014923,-84.515793,WGS84,Google Maps,307,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2014-02-10
16723,Personal,Bearpause,NC,36.159229,-81.791306,WGS84,Google Maps,1081,Auto-USGS-WebService,Suburban,Forest or woodland,100 ft,100 ft,0.3 ac,,,,,,,,-1,,,,,,,2014-02-14
16776,Group,Cottonwood Gallery 1,NM,35.095631,-106.684586,WGS84,Google Maps,1508,Auto-USGS-WebService,Urban,Forest or woodland,200 ft,200 ft,500 ft2,,,,,,,,-1,,,,,,,2014-02-20
16785,Group,Cottonwood Gallery 2,NM,35.096249,-106.684891,WGS84,Google Maps,1508,Auto-USGS-WebService,Urban,Forest or woodland,500 ft,500 ft,900 ft2,,"Yes, and the site is...",On the top of the slope or on a ridge,West,,,,-1,,,,,,,2014-02-20
16786,Group,Cottonwood Gallery 3,NM,35.096119,-106.685783,WGS84,Google Maps,1509,Auto-USGS-WebService,Urban,Forest or woodland,400 ft,1 ft,600 ft2,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-02-20
16811,Personal,home,AL,33.488098,-86.901199,WGS84,Google Maps,193,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-02-22
16831,Group,Sweetwater Wetlands,AZ,32.279629,-111.021172,WGS84,Google Maps,689,Auto-USGS-WebService,Other (please describe in comments box),Open wetland (such as marsh or bog with few or no trees),25 yd,19 yd,17.5 ac,,,,,,,,-1,,,,,,This is a man-made wetlands area developed as part of Tucson Water's reclaimed water system. It is bordered on the east side by the freeway and businesses. To the south and west is a park and the Santa Cruz River.,2014-02-24
16844,Personal,Cook Park,OR,45.404251,-122.773186,WGS84,Google Maps,60,Auto-USGS-WebService,Suburban,Other (please describe in comments box),100 ft,100 ft,79 ac,"Mostly evergreen trees (for example, pine or live oak)",,,,,,,-1,,,,,,,2014-02-24
16876,Group,Mohonk Preserve Foothills Phenology Trail,NY,41.745537,-74.119392,WGS84,Google Maps,89,Auto-USGS-WebService,Rural,Forest or woodland,0 ft,0 ft,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,1,Two man-made ponds,"Site is mostly wooded, with wetland shrubs surrounding man-made ponds. One section of trail follows edge of agricultural field.",2014-02-25
16902,Group,Quarryhill Botanical Garden,CA,38.376015,-122.508133,WGS84,Google Maps,110,Auto-USGS-WebService,Other (please describe in comments box),"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",0.5 mi,240 ft,25 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",On the top of the slope or on a ridge,West,,,none,1,,1,1,1,,The degree of development surrounding the site can best be described as vineyards and semi-wildlands.,2014-02-27
16985,Personal,Tricor Ave,NY,41.743961,-74.085907,WGS84,Google Maps,84,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 yd,0.25 mi,0.34 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,West,1,1,,1,1,,,,,the yard contains both native and non-native plants; some plants cultivated and maintained and others untended,2014-03-05
17062,Personal,Farm,AR,35.27227,-92.317642,WGS84,Google Maps,139,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-12
17103,Personal,Marsh,MN,47.033489,-94.447609,WGS84,Google Maps,406,Auto-USGS-WebService,Wildlands or semi-wildlands,Open wetland (such as marsh or bog with few or no trees),1 mi,0 ft,25 ac,,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-03-16
17311,Group,SweetGumTrail,NY,40.859993,-73.877342,WGS84,Google Maps,16,Google Elevation Service,Urban,Forest or woodland,0 ft,300 ft,50 ac,,,,,,,,-1,,,,,,,2014-03-22
17337,Personal,Home,UT,38.54084,-109.504166,WGS84,Google Maps,1342,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-23
17377,Personal,Hicks Yard,WV,40.204216,-80.55307,WGS84,Google Maps,247,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",20 ft,50 yd,0.2 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,Southeast,1,1,,1,,,1,,,,2014-03-26
17404,Group,CottonWood Gallery-4,NM,35.095665,-106.684616,WGS84,Google Maps,1508,Auto-USGS-WebService,Suburban,Forest or woodland,100 ft,5 ft,,,,,,,,,-1,,,,,,,2014-03-28
17414,Personal,Buskirk,NY,42.936153,-73.433449,WGS84,Google Maps,146,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-03-30
17416,Personal,Classroom,UT,38.564899,-109.54496,WGS84,Google Maps,1237,Auto-USGS-WebService,Rural,"Pavement (such as asphalt, concrete, brick)",50 ft,0.25 mi,25 ft2,,,,,,,,-1,,,,,,,2014-03-30
17423,Group,Rockefeller Front Yard,ME,44.335972,-68.060188,WGS84,Google Maps,18,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,,,,"Mostly evergreen trees (for example, pine or live oak)","No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2014-03-31
17445,Personal,home yard,MT,48.383801,-114.164749,WGS84,Google Maps,947,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",0 ft,150 ft,0.4 ac,,,,,,,,-1,,,,,,yard surrounding home adjacent to open woods ,2014-03-31
17468,Group,Len Foote Hike Inn,GA,34.591991,-84.208107,,,929,,,,,,,,,,,,,,-1,,,,,,,2014-04-02
17473,Personal,School yard,NY,40.622581,-73.94619,WGS84,Google Maps,6,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-04-02
17495,Personal,home woods,MT,48.383488,-114.16436,WGS84,Google Maps,928,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,75 ft,0 ft,0.5 ac,,,,,,,,-1,,,,,,Sloped open woods with large river along lower border,2014-04-04
17497,Personal,home,NM,35.518261,-105.917198,WGS84,Google Maps,2066,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,5 mi,2000 ft2,,,,,,,,-1,,,,,,,2014-04-04
17562,Group,Cary Institute Fern Glen,NY,41.78577,-73.731003,WGS84,Google Maps,126,Auto-USGS-WebService,Rural,Forested wetland (such as swamp or mangrove),10 ft,10 ft,10000 m2,,,,,,,,-1,,,,,,,2014-04-09
17567,Group,SERC - Commons,ME,44.394787,-68.083031,WGS84,Google Maps,0,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2014-04-09
17574,Group,Ladies' Border &amp; Perennial Garden,NY,40.863052,-73.881592,WGS84,Google Maps,31,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",3 ft,1 mi,,,,,,,,,-1,,,,,,,2014-04-10
17582,Group,GRSM-Davenport Gap,TN,35.770512,-83.111603,User,User,610,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.75 mi,6.25 mi,,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,Northeast,,,,0,,,,,,,2014-04-11
17585,Personal,home,AZ,33.492077,-112.329102,WGS84,Google Maps,313,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-04-11
17591,Personal,Back Yard,MO,36.73835,-93.129013,WGS84,Google Maps,279,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,3 mi,2 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",On the top of the slope or on a ridge,West,1,1,,1,1,1,,,,,2014-04-12
17594,Group,Oracle State Park Plant Trail,AZ,32.610905,-110.770935,WGS84,Google Maps,1373,Auto-USGS-WebService,Other (please describe in comments box),Other (please describe in comments box),,,4000 ac,,,,,,,,-1,,,,,,State Park,2014-04-12
17640,Personal,home,NY,42.307346,-76.521446,WGS84,Google Maps,299,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",30 ft,150 ft,2.75 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,South,,1,,1,,,,,,,2014-04-15
17670,Group,Drainage Creek,CA,37.359844,-122.127838,WGS84,Google Maps,94,Auto-USGS-WebService,Urban,Other (please describe in comments box),10 ft,1 mi,250 m2,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northeast,,,,1,,,,,,This is a semipermanent drainage creek that is on a college campus.  There are some plantings in the area. ,2014-04-17
17673,Personal,CX &amp; Grotto Trail,CA,34.108452,-118.937645,WGS84,Google Maps,483,Auto-USGS-WebService,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",850 ft,22710 ft,1700 ft2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,,,,,-1,,,,,,,2014-04-17
17677,Personal,Front Yard,MO,36.73822,-93.128632,WGS84,Google Maps,280,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,3 mi,2 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,1,1,,1,,1,,,,,2014-04-18
17680,Group,Kettlekamp Prairie,MN,44.924969,-92.789955,WGS84,Google Maps,249,Auto-USGS-WebService,Wildlands or semi-wildlands,"Grassland, meadow or tundra",100 yd,0.25 mi,33 ac,,,,,,,,-1,,,,,,"NPN suggests that sites should be 15 acres or less. We have 225 acres at Belwin divided into 50 compartments established in 1992. The compartments are based on habitats/ecotypes. Kettlekamp Prairie is the largest compartment at 33 acres. Even though it is larger than the 15 acre size limit, we would like to keep Kettlekamp as one site to remain consistent with past phenological reports. We have identified individual trees and bluebird houses within this site to help specify where observations were made.",2014-04-18
17707,Group,Foothill College Hort Area and Biology Slope,CA,37.360123,-122.128151,WGS84,Google Maps,97,Google Elevation Service,Suburban,Other (please describe in comments box),,,,,,,,,,,-1,,,,,,This is a college campus on the edge of exurbs in the Santa Cruz Mountains,2014-04-21
17721,Personal,East Side Yard,ME,43.609531,-70.266426,WGS84,,127,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,2014-04-22
17753,Group,Ethan Pond Trail (EP1),NH,44.168583,-71.38765,User,User,395,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.2 mi,0.1 mi,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"On Wiley House Station Road, downhill from large water drain",2014-04-28
17754,Group,Ethan Pond Trail (EP2),NH,44.167084,-71.385849,User,User,429,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,10 ft,50 yd,100 ft2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Along parking lot at end of Wiley House Road,2014-04-28
17755,Group,Webster Cliff Trail (WC1),NH,44.171101,-71.386131,User,User,383,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,100 yd,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Just past National Forest Sign at beginning of trailhead,2014-04-28
17756,Group,Webster Cliff Trail (WC2),NH,44.171883,-71.385483,User,User,381,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.1 mi,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"After passing over bridge, site located around fork in trails (Saco River Tr. and Webster Cliff Tr.)",2014-04-28
17757,Group,Webster Cliff Trail (WC3),NH,44.172134,-71.384315,User,User,403,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.15 mi,0.1 mi,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,On Webster Cliff Trail near big rock right next to path,2014-04-28
17758,Group,Square Ledge (SQL2),NH,44.256454,-71.247581,WGS84,Google Maps,655,Auto-USGS-WebService,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),0.5 mi,0.5 mi,100 sqyd,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,West,,,,-1,,,,,,"After hangover rock, at major switch back",2014-04-28
17767,Group,Glen Ellis Falls (GE1),NH,44.246014,-71.254158,WGS84,Google Maps,594,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,25 ft,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Near picnic table and grill area when first coming into parking lot,2014-04-29
17768,Personal,Back Yard,MN,45.031456,-93.175041,WGS84,Google Maps,280,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,1 mi,300 ft2,,,,,,,,-1,,,,,,back yard,2014-04-29
17769,Group,Glen Ellis Falls (GE2),NH,44.245659,-71.253677,WGS84,Google Maps,588,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,10 ft,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Trees located around parking lot area closest to tunnel,2014-04-29
17794,Personal,side yard,ME,44.508011,-68.351067,WGS84,Google Maps,75,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-05-02
17798,Personal,Home site,MD,38.927269,-76.921043,WGS84,Google Maps,38,Auto-USGS-WebService,Suburban,,50 ft,250 ft,6000 ft2,,,,,,,,-1,,,,,,estimates from google earth,2014-05-03
17839,Personal,Front yard,NY,42.780975,-75.457436,WGS84,Google Maps,227,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2014-05-10
17850,Personal,bufPark Sw,AZ,35.219624,-111.637695,WGS84,,2170,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,100 yd,2 mi,50 sqyd,,,,,,,,,,,,,,"Quercus oak patch 1 is the younger one near top of social trail closes to meadow on west of trail, older oak  patch adjacent is slower this year to leaf out. may add it later. Ponderosa are the two next to the older patch",2014-05-13
17880,Personal,Backyard,NY,40.606834,-73.956665,WGS84,Google Maps,3,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",60 ft,2.5 mi,10 sqyd,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-05-17
17906,Group,Bouverie Preserve - Oak Woodland Trail.,CA,38.368973,-122.507515,WGS84,Google Maps,122,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.25 mi,200 yd,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-05-22
18132,Group,Huyck Preserve Falls Trail,NY,42.515305,-74.140076,WGS84,Google Maps,417,Auto-USGS-WebService,Rural,Forest or woodland,100 ft,10 ft,500 ft2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,South,,,,0,,,,,,"Trail wraps around both sides of slopped hills, in the valley area around 10 mile creek, first half of trail the slope faces south, the second half the slope faces north",2014-05-27
18149,Personal,CHERP Prairie Garden,MO,38.699291,-90.305168,WGS84,Google Maps,174,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",30 ft,30 ft,80 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,East,1,,,1,1,1,,,prairie/savanna restoration project and rain garden in a detention pond,The site is an urban university campus with prairie/savanna restoration project adjacent to a county park (130 acre). The site is on Univ. of Missouri - St. Louis south campus,2014-05-29
18179,Personal,Home,MN,45.637829,-94.212593,WGS84,Google Maps,313,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,1,1,,-1,1,1,1,1,,,2014-06-06
18347,Personal,home,ME,43.346775,-70.557152,WGS84,Google Maps,10,Google Elevation Service,Suburban,Other (please describe in comments box),100 ft,150 ft,0.5 ac,,,,,,,,-1,,,,,,forest or woodland edge beside tidal brook,2014-06-28
18356,Group,Lonesome Lake Hut (LONE2.5),NH,44.139225,-71.702621,WGS84,Google Maps,831,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,2 mi,1 ft,100 m2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,About 35 meters further down Around Lonesome Lake Trail from LONE2. Where bog bridges stop and it becomes very rooty and full of small rocks. ,2014-06-30
18477,Group,Winds of Change,WA,46.296768,-122.268867,WGS84,Google Maps,934,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),0 ft,0.3 mi,16715 m2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",On the top of the slope or on a ridge,South,,,,0,,,,,,"In lateral blast disturbance zone from the May 18, 1980 eruption of Mount St. Helens. Site was logged prior to the 1980 eruption. ",2014-08-07
18483,Group,Lime Kiln Rd (MA),MA,42.14682,-73.378174,WGS84,Google Maps,226,Google Elevation Service,Suburban,Forest or woodland,100 ft,1000 ft,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2014-08-11
18488,Group,Hummocks,WA,46.284237,-122.274895,WGS84,Google Maps,747,Google Elevation Service,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",2018 ft,200 ft,5863310 m2,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,This is a site in the Mount St. Helens debris avalanche deposit called Hummocks. 180 new ponds were created in the area in the hummocks depressions. Most of these are permanent bodies of water. Trees are predominately deciduous with some conifers. There are many low slopes throughout the terrain. ,2014-08-13
