Individual_ID,Scientific_Name,Plant_Nickname,Patch,Patch_Size,Shade_Status,Wild,Watered,Fertilized,Gender,Planting_Date,Plant_Comments,Plant_Registration_Date,Death_Date_Observed,Last_Date_Observed_Alive,Death_Reason,Death_Comments,Plant_Image_URL,Plant_Image_Upload_Date
69470,Acer rubrum,Red Maple-1 (53),,,,1,0,0,,--,"On Blanchard Ski Loop Trail, and has blue trail marker on it.",2014-05-06,,,,,https://mynpn.usanpn.org/images/8aa840f6e248898506d3220988515a-20322.jpg,2014-05-06 16:47:35
69471,Acer rubrum,Red Maple-2 (54),,,,1,0,0,,--,"Tilted slightly sideways, and has large lump at base of trunk",2014-05-06,,,,,https://mynpn.usanpn.org/images/c32ce3774542ff7daf9653292867c2e3-20322.jpg,2014-05-06 16:48:12
69472,Acer rubrum,Red Maple-2 (62),,,,1,0,0,,--,Behind american beech-1(59),2014-05-06,,,,,https://mynpn.usanpn.org/images/9952a124d2d9d35757fabe8b4c8d2de-20322.jpg,2014-05-06 16:56:36
69473,Acer rubrum,Red Maple-3 (155),,,,1,,,,--,In front of yellow birch-2(151),2014-05-06,,,,,https://mynpn.usanpn.org/images/51eebb2ee0982a10d468549ba07b4995-20322.jpg,2014-05-06 17:01:59
69476,Acer rubrum,Red Maple-1 (160),,,,1,,,,--,Across Trail from Blanchard Ski Loop Trail sign,2014-05-06,,,,,https://mynpn.usanpn.org/images/28da48a9dd79e636d322268d656f17b3-20322.jpg,2014-05-06 17:08:22
69489,Cornus florida-appalachianspring,South dogwood,,,Mostly shade,0,0,0,,2014-04-11,,2014-05-07,,,,,,
69491,Hamamelis virginiana,WH-005,,,Mostly shade,1,0,0,Both,--,,2014-05-07,,,,,,
69504,Syringa vulgaris,common lilac-1,1,,Half shade,0,1,0,,2011-05-,First ring of leaf buds are cracking open,2014-05-07,,,,,,
69520,Cornus florida-appalachianspring,dogwood near smoking booth,,,,,,,,--,,2014-05-08,,,,,,
69521,Cornus florida-appalachianspring,dogwood near cafeteria,,,,,,,,--,,2014-05-08,,,,,,
69682,Prosopis velutina,Prosopis velutina,,,Full sun,1,0,0,,--,,2014-05-08,,,,,,
69685,Quercus emoryi,Quercus emoryi,,,Full sun,1,0,0,,--,,2014-05-08,,,,,,
69709,Trillium undulatum,Painted Trillium-1 (PT),1,3 m2,,1,0,0,,--,,2014-05-09,,,,,,
69710,Trillium erectum,Red Trillium-1 (RT),1,3 m2,,1,0,0,,--,Along left side of road if going uphill towards parking lot. Will be around small dirt car pullover spot.,2014-05-09,,,,,,
69711,Viburnum lantanoides,Hobblebush-1 (HB),1,3 m2,,1,0,0,,--,Right behind small line of rocks on left side of trail when walking away from Route 302. ,2014-05-09,,,,,,
69712,Viburnum lantanoides,Hobblebush-1 (HB),1,3 m2,,1,0,0,,--,On the left hand side of trail just before the trail junction. ,2014-05-09,,,,,,
69713,Viburnum lantanoides,Hobblebush-1 (HB),1,3 m2,,1,0,0,,--,In between American Beech-1(25) and American Beech-2(26).,2014-05-09,,,,,,
69721,Syringa vulgaris,common lilac-1,,,Half shade,0,0,0,,--,,2014-05-10,,,,,,
69758,Pinus ponderosa,ponderosa pine 1,,,,,,,,,,2014-05-13,,,,,,
69759,Quercus gambelii,Gambel oak 1,,,,,,,,,,2014-05-13,,,,,,
69772,Acer saccharum,Sugar Maple-1 (38),,,,1,,,,--,Located at corner of major switchback on top of a medium sized rock. ,2014-05-13,,,,,https://mynpn.usanpn.org/images/3ae8f80f9a9938164b3216749b86b89-20322.jpg,2014-05-13 13:40:48
69774,Clintonia borealis,Blue-bead Lily-1 (BL),1,3 m2,,1,0,0,,--,If looking up slope this patch will be to the right and in front of American Beech-1(4),2014-05-13,,,,,,
69775,Clintonia borealis,Blue-bead Lily-1 (BL),1,1 m2,,1,0,0,,--,There is a smaller parking lot connected to larger main parking lot. If looking towards picnic sites while in the parking lot the Blue-bead Lily patch will on on the left side of a small dead stump.,2014-05-13,,,,,,
69776,Clintonia borealis,Blue-bead Lily-1 (BL),1,3 m2,Mostly shade,1,0,0,,--,When heading upslope this patch will be on your left before reaching yellow-birch-1(167),2014-05-13,,,,,,
69777,Cornus canadensis,Bunchberry Dogwood-1 (BB),1,3 m2,Mostly shade,1,0,0,,--,This patch is in front of and surrounds yellow birch-2(36),2014-05-13,,,,,,
69778,Clintonia borealis,Blue-bead Lily-1 (BL),1,3 m2,Full shade,1,0,0,,--,Across from Yellow Birch-1(40),2014-05-13,,,,,,
69779,Clintonia borealis,Blue-bead Lily-1 (BL),1,3 m2,,1,0,0,,--,Across from Yellow Birch-3(58) at end of site. Patch will be on your right when heading down Crew's Cut towards Lila's Ledge,2014-05-13,,,,,,
69833,Trillium erectum,Red Trillium-1 (RT),1,1 m2,,1,0,0,,--,In front of yellow birch-1(161),2014-05-15,,,,,,
69834,Trillium erectum,Red Trillium-1 (RT),1,1 m2,,1,0,0,,--,This patch is small and is further up side trail on right when heading towards Tuckerman Ravine Trail. At the very end of the Canada Mayflower patch.,2014-05-15,,,,,,
69835,Maianthemum canadense,Canada Mayflower-1 (CM),1,3 m2,,1,0,0,,--,In front of Yellow Birch-3(58) on left side of trail when heading down Crews Cut towards Lila's Ledge,2014-05-15,,,,,,
69836,Viburnum lantanoides,Hobblebush-1 (HB),1,3 m2,,1,0,0,,--,Patch will be on your left after getting over the small hill past the river and walking about 10 feet more.,2014-05-15,,,,,,
69837,Trillium erectum,Red Trillium-1 (RT),1,3 m2,,1,0,0,,--,This patch is right before the larger patch of hobblebush and will be on your left side when coming up Crews Cut away from river.,2014-05-15,,,,,,
69838,Trillium undulatum,Painted Trillium-1 (PT),1,3 m2,,1,0,1,,--,Further down the trail before coming up to Yellow-Birch-3(58) Painted Trillium will be on your right hand side as if heading towards Lila's Ledge.,2014-05-15,,,,,,
69842,Trillium erectum,Red Trillium-1 (RT),1,3 m2,,1,0,0,,--,Between Sugar Maple-3(7) and American Beech-1(4). This patch is on the left hand side of the small side trail leading away from the picnic table at the very top of that small incline.,2014-05-15,,,,,,
69843,Maianthemum canadense,Canada Mayflower-1 (CM),1,3 m2,,1,0,0,,--,Between Sugar Maple-3(7) and American Beech-1(4). This patch is on the left hand side of the small side trail leading away from the picnic table at the very top of that small incline.,2014-05-15,,,,,,
69844,Viburnum lantanoides,Hobblebush-1 (HB),1,3 m2,,1,0,0,,--,When looking upslope this patch will be right in front of American beech-1(4),2014-05-15,,,,,,
69846,Maianthemum canadense,Canada Mayflower-1 (CM),1,1 m2,,1,0,0,,--,There is a smaller parking lot connected to larger main parking lot. If looking towards picnic sites while in the parking lot the Blue-bead Lily patch will on on the right side of a small dead stump in front of a Balsam Fir.,2014-05-15,,,,,,
69847,Viburnum lantanoides,Hobblebush-1 (HB),1,3 m2,,1,0,0,,--,Behind and around Red Maple-1(82),2014-05-15,,,,,,
69848,Viburnum lantanoides,Hobblebush-1 (HB),1,3 m2,Mostly shade,1,0,0,,--,When heading from Red Maples towards Yellow Birches the hobblebush patch will on on left side a few feet into the woods,2014-05-15,,,,,,
69849,Maianthemum canadense,Canada Mayflower-1 (CM),1,3 m2,Mostly shade,1,0,0,,--,After passing yellow-birch-1(167) but before passing yellow birch-2(36) this patch will be on your left. ,2014-05-15,,,,,,
69850,Viburnum lantanoides,Hobblebush-1 (HB),1,3 m2,Full shade,1,0,0,,--,Further upslope then Red Trillium patch and ends when you get to yellow-birch-1(40). This patch will be on left side of trail when heading up hill.,2014-05-15,,,,,,
69851,Trillium erectum,Red Trillium-1 (RT),1,3 m2,Full shade,1,0,0,,--,Right after switchback patch will be on your left when heading uphill.,2014-05-15,,,,,,
69853,Maianthemum canadense,Canada Mayflower-1 (CM),1,3 m2,,1,0,0,,--,"Right next to hobblebush patch on left side of trail, slightly further away from Route 302. ",2014-05-15,,,,,,
69854,Maianthemum canadense,Canada Mayflower-1 (CM),1,3 m2,,1,0,0,,--,Along right hand side of trail at trail junction.,2014-05-15,,,,,,
69855,Maianthemum canadense,Canada Mayflower-1 (CM),1,3 m2,,1,0,0,,--,In front of two medium sized triangular shaped rocks at the very beginning of the site.,2014-05-15,,,,,,
69856,Viburnum lantanoides,Hobblebush-1 (HB),1,3 m2,,1,0,0,,--,On right hand side of trail before reaching American Beech-3 (193),2014-05-15,,,,,,
69859,Acer saccharum,Sugar Maple-3 (24),,,,1,0,0,,--,Across the road from Sugar Maple-2(23) next to small water drain.,2014-05-15,,,,,https://mynpn.usanpn.org/images/32fd33d35dd4ca9eb9211e68b5d8a4b-20322.jpg,2014-05-15 08:17:53
69906,Acer platanoides,Norway maple-1,,,Full sun,,,,,--,,2014-05-17,,,,,,
69907,Syringa vulgaris,common lilac-1,,,Full sun,0,1,0,,1999--,,2014-05-17,,,,,,
69944,Syringa vulgaris,common lilac-1,,,Full sun,0,0,1,,2011-06-10,,2014-05-19,,,,,,
69946,Syringa vulgaris,common lilac-2,,,Full sun,0,0,1,,2011-06-10,,2014-05-19,,,,,,
69982,Trillium undulatum,Painted Trillium-1,1,3 m2,,1,0,0,,--,Where the side trail meets Tuckerman Ravine Trail Red Trillium will be in the bottom right hand corner of this junction.,2014-05-19,,,,,,
69983,Trillium undulatum,Painted Trillium-1,1,3 m2,Mostly shade,1,0,0,,--,Next to RM-1(165) ,2014-05-19,,,,,,
69991,Cornus florida-appalachianspring,NPN Dogwood,,,Mostly shade,0,0,1,,2014-04-15,Sent from NPN,2014-05-19,,,,,,
71169,Forsythia spp.,forsythia-1,,,Mostly sun,0,1,0,,--,,2014-05-26,,,,,,
71170,Penstemon digitalis,foxglove beardtongue-1,,,Full sun,0,1,0,,--,,2014-05-26,,,,,,
71171,Baptisia australis,blue wild indigo-1,,,Full sun,0,1,0,,--,,2014-05-26,,,,,,
71172,Phlox paniculata,fall phlox-1,,,Mostly sun,0,1,0,,--,,2014-05-26,,,,,,
71287,Liriodendron tulipifera,TT-002,,,Forest canopy tree,1,,,Both,--,,2014-05-30,,,,,,
71288,Liriodendron tulipifera,TT-003,,,Forest canopy tree,1,,,Both,--,,2014-05-30,,,,,,
71289,Acer saccharum,SM-002,,,Forest canopy tree,1,,,,--,,2014-05-30,,,,,,
71499,Cornus florida-appalachianspring,dogwood-1,,,Half shade,0,0,0,,2013-12-20,Sprig received from USAnpn,2014-06-03,,,,,,
71500,Cornus florida-appalachianspring,dogwood-2,,,Half shade,0,0,0,,2013-12-20,Sprig received from USAnpn,2014-06-03,,,,,,
71528,Cornus florida-appalachianspring,Appalachian Spring dogwood-1,,,Half shade,0,1,0,,2014-05-23,Plant was stored in refrigerator for 6 weeks while I was on a long vacation,2014-06-06,,,,,,
71529,Cornus florida-appalachianspring,Appalachian Spring dogwood-2,,,Forest understory tree,0,1,0,,2014-05-23,Plant was stored in refrigerator for 6 weeks while I was on a  long vacation.,2014-06-06,,,,,,
71530,Epilobium canum,hummingbird trumpet-1,1,4 ft2,Full sun,0,0,0,Both,--,,2014-06-06,,,,,,
71531,Salvia apiana,white sage-1,,,Full sun,0,0,0,Both,--,,2014-06-06,,,,,,
71532,Aesculus californica,California buckeye-2,,,Full sun,0,0,0,,--,,2014-06-06,,,,,,
71533,Salvia spathacea,hummingbird sage-1,1,5 ft2,Mostly sun,0,0,0,Both,--,,2014-06-06,,,,,,
71534,Eriogonum fasciculatum,Eastern Mojave buckwheat-1,1,12 ft2,Full sun,0,0,0,,--,,2014-06-06,,,,,,
71536,Baccharis pilularis,coyotebrush-1,,,Full sun,0,0,0,,--,,2014-06-06,,,,,,
71537,Baccharis pilularis,coyotebrush-2,,,Full sun,1,0,0,,--,,2014-06-06,,,,,,
71538,Heteromeles arbutifolia,toyon -1,,,Full sun,0,0,0,Both,--,,2014-06-06,,,,,,
71539,Artemisia tridentata,big sagebrush-1,,,Full sun,0,0,0,,--,,2014-06-06,,,,,,
71540,Rhus integrifolia,lemonade sumac-1,,,Mostly sun,0,1,0,,--,,2014-06-06,,,,,,
71542,Diplacus aurantiacus,orange bush monkeyflower-1,,,Mostly sun,0,0,0,Both,--,,2014-06-06,,,,,,
71543,Eschscholzia californica,California poppy,1,20 ft2,Full sun,1,0,,,--,,2014-06-06,,,,,,
71629,Acacia greggii,catclaw acacia-1,,,Mostly sun,1,,,,--,,2014-06-10,,,,,,
71683,Quercus agrifolia,California live oak-1,1,6 m2,,0,1,1,Both,--,Planting date unknown. Foothill College staff might bought a grown tree and replanted it there.,2014-06-11,,,,,https://mynpn.usanpn.org/images/91f9ab30ad65f55686df5ddbf29d7-20886.jpg,2014-06-13 07:58:10
71687,Acacia greggii,catclaw acacia-2,,,Mostly sun,0,,,,--,,2014-06-11,,,,,,
71688,Sphaeralcea coccinea,scarlet globemallow-1,1,,Mostly shade,1,0,,,--,,2014-06-11,,,,,,
71761,Epilobium canum,hummingbird trumpet-1,,,Mostly sun,,,,,--,,2014-06-12,,,,,,
71762,Eriogonum fasciculatum,Eastern Mojave buckwheat-1,,,,,,,,--,,2014-06-13,,,,,,
71795,Diplacus aurantiacus,orange bush monkeyflower-1,1,4 ft2,Mostly sun,0,1,1,Both,2014-04-28,Did not know original planting date so used first date of observation.,2014-06-13,,,,,,
72204,Quercus douglasii,blue oak-2,,,,1,0,0,,--,,2014-06-23,,,,,,
72259,Fouquieria splendens,ocotillo -1,,,Mostly sun,,,,,--,,2014-06-24,,,,,,
72260,Fouquieria splendens,ocotillo -2,,,Mostly sun,,,,,--,,2014-06-24,,,,,,
72261,Ferocactus wislizeni,candy barrelcactus-1,,,,,,,,--,,2014-06-24,,,,,,
72262,Ferocactus wislizeni,candy barrelcactus-2,,,,,,,,--,,2014-06-24,,,,,,
72324,Impatiens capensis,jewelweed-1,1,25 ft2,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72327,Fragaria virginiana,Virginia strawberry-1,1,25 ft2,Half shade,1,0,0,,--,down in ditch that is sometimes flooded near creek,2014-06-26,,,,,,
72328,Fagus grandifolia,American beech-1,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72330,Fagus grandifolia,American beech-2,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72331,Acer saccharum,sugar maple-1,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72332,Quercus rubra,northern red oak-1,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72333,Tsuga canadensis,eastern hemlock-1,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72334,Acer rubrum,red maple-1,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72335,Tsuga canadensis,eastern hemlock-2,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72337,Fragaria virginiana,Virginia strawberry-2,1,9 ft2,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72338,Fagus grandifolia,American beech-3,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72339,Impatiens capensis,jewelweed-2,1,25 ft2,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72340,Fraxinus americana,white ash-1,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72341,Fraxinus americana,white ash-2,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72342,Quercus rubra,northern red oak-2,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72343,Fraxinus americana,white ash-3,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72344,Betula alleghaniensis,Yellow birch-1,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72345,Hamamelis virginiana,American witchhazel-1,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72346,Quercus rubra,northern red oak-3,,,Mostly sun,1,0,0,,--,,2014-06-26,,,,,,
72347,Arisaema triphyllum,jack in the pulpit-1,1,25 ft2,Mostly shade,1,0,0,,--,,2014-06-26,,,,,,
72348,Impatiens capensis,jewelweed-3,1,25 ft2,Mostly shade,1,0,0,,--,,2014-06-26,,,,,,
72349,Acer saccharum,sugar maple-2,,,Half shade,1,0,0,,--,,2014-06-26,,,,,,
72350,Arisaema triphyllum,jack in the pulpit-2,1,16 ft2,Mostly shade,1,0,0,,--,,2014-06-26,,,,,,
72351,Arisaema triphyllum,jack in the pulpit-3,1,9 ft2,Mostly shade,1,0,0,,--,,2014-06-26,,,,,,
72352,Acer saccharum,sugar maple-3,,,Half shade,1,0,0,,--,,2014-06-26,,,,,,
72353,Fraxinus americana,white ash-4,,,Half shade,1,0,0,,--,,2014-06-26,,,,,,
72354,Quercus rubra,northern red oak-4,,,Half shade,1,0,0,,--,,2014-06-26,,,,,,
72355,Acer saccharum,sugar maple-4,,,Half shade,1,0,0,,--,,2014-06-26,,,,,,
72356,Acer pensylvanicum,striped maple-1,,,Half shade,1,0,0,,--,,2014-06-26,,,,,,
72357,Arisaema triphyllum,jack in the pulpit-4,1,36 ft2,Mostly shade,1,0,0,,--,,2014-06-26,,,,,,
72358,Acer pensylvanicum,striped maple-2,,,Half shade,1,0,0,,--,,2014-06-26,,,,,,
72359,Acer pensylvanicum,striped maple-3,,,Half shade,1,0,0,,--,,2014-06-26,,,,,,
72360,Tsuga canadensis,eastern hemlock-3,,,Half shade,1,0,0,,--,,2014-06-26,,,,,,
72361,Fragaria virginiana,Virginia strawberry-3,1,4 ft2,Half shade,1,0,0,,--,,2014-06-26,,,,,,
72380,Fragaria virginiana,fravir -1,,,Half shade,1,0,0,Both,--,planting date unknown,2014-06-30,2018-05-23,,Unknown,,,
72381,Fragaria virginiana,fravir-2,,,Half shade,1,0,0,Both,--,plantin date unknown,2014-06-30,,,,,,
72382,Fragaria virginiana,fravir-3,,,Half shade,1,0,0,Both,--,panting date unknown,2014-06-30,,,,,,
72386,Acer rubrum,acerub-1,,,Mostly sun,1,0,0,Both,--,about 50 years old,2014-06-30,,,,,,
72427,Ledum groenlandicum,Bog Labrador Tea-1 (BLT),1,3 m2,,1,0,0,,--,On left hand side of the trail at beginning of the plot,2014-06-30,,,,,,
72428,Cornus canadensis,Bunchberry Dogwood-1 (BB),1,3 m2,,1,0,0,,--,Ont he left hand side of the trail at the beginning of the site,2014-06-30,,,,,,
72429,Trillium undulatum,Painted Trillium-1 (PT),1,3 m2,,1,0,0,,--,Located ont he right hand side of the traila t the beginning of the plot and the left hand side of the trail at the end of the plot,2014-06-30,,,,,,
72430,Viburnum lantanoides,Hobblebush-1 (HB),1,3 m2,,1,0,0,,--,Near the stream after the bunchberry patch,2014-06-30,,,,,,
72482,Ledum groenlandicum,bog Labrador tea-1,,,,1,0,0,,--,,2014-07-03,,,,,,
72628,Pinus strobus,pinst 4,,,Mostly sun,,0,0,Both,--,BH = 37 in.,2014-07-08,,,,,,
72650,Impatiens capensis,jewelweed-1,1,,Mostly shade,1,0,0,,--,,2014-07-10,,,,,,
72651,Impatiens capensis,jewelweed-2,1,,Full shade,0,,,,--,,2014-07-10,,,,,,
72658,Pinus strobus,pinstr-5,,,Mostly sun,,0,0,Both,--,DBH=22.6 in,2014-07-13,,,,,,
72692,Achillea millefolium,common yarrow-1,,,Full sun,1,0,0,,--,,2014-07-16,,,,,,
72693,Achillea millefolium,common yarrow-2,,,Full sun,1,0,0,,--,,2014-07-16,,,,,,
72694,Achillea millefolium,common yarrow-3,,,Full sun,1,0,0,,--,,2014-07-16,,,,,,
72797,Taxodium distichum,bald cypress-1,,,,,,,,--,,2014-07-23,,,,,,
72850,Epilobium canum,hummingbird trumpet-2,1,,Full sun,,,,,--,,2014-07-30,,,,,,
72851,Epilobium canum,hummingbird trumpet-3,1,,Full sun,,,,,--,,2014-07-30,,,,,,
72852,Eriogonum fasciculatum,Eastern Mojave buckwheat-2,1,,Full sun,,,,,--,,2014-07-30,,,,,,
72853,Eriogonum fasciculatum,Eastern Mojave buckwheat-3,1,,Full sun,,,,,--,,2014-07-30,,,,,,
72854,Salvia spathacea,hummingbird sage-2,1,,,,,,,--,,2014-07-30,,,,,,
72855,Salvia spathacea,hummingbird sage-3,1,,,,,,,--,,2014-07-30,,,,,,
72933,Heteromeles arbutifolia,toyon -2,,,Full sun,0,0,0,Both,--,,2014-08-04,,,,,,
72941,Salvia mellifera,black sage-3,,,,,,,,--,,2014-08-04,,,,,,
72953,Vaccinium membranaceum,thinleaf huckleberry-1,,,Full sun,1,0,0,,--,,2014-08-07,,,,,,
72955,Fragaria virginiana,Virginia strawberry-1,,,Mostly sun,1,0,0,,--,,2014-08-07,,,,,,
72970,Acer saccharum,sugar maple-72,,,Half shade,1,0,0,,--,"8&quot; DBH, twin trunk",2014-08-11,,,,,,
72971,Acer saccharum,sugar maple-71,,,Mostly shade,1,0,0,,--,12&quot; DBH,2014-08-11,,,,,,
72972,Quercus alba,white oak-70,,,Mostly shade,1,0,0,,--,,2014-08-11,,,,,,
72973,Quercus alba,white oak-69,,,Mostly shade,1,0,0,,--,4&quot; DBH. 80 -100 ft from trail crossing along access road.,2014-08-11,,,,,,
72974,Quercus rubra,northern red oak-68,,,Mostly shade,1,0,0,,--,"16&quot; DBH, right near trail at field/woods border",2014-08-11,,,,,,
72975,Quercus rubra,northern red oak-67,,,Mostly shade,1,0,0,,--,"6&quot;DBH, right side of drive on north side of trail",2014-08-11,,,,,,
72976,Pinus ponderosa,PIPO 2,,,Full sun,1,0,0,Both,--,,2014-08-12,,,,,,
72977,Pinus ponderosa,PIPO 1,,,Mostly sun,,0,0,Both,--,,2014-08-12,,,,,,
73082,Lupinus latifolius,broadleaf lupine-1,,,Half shade,1,0,0,,--,,2014-08-13,,,,,,
73083,Alnus rubra,red alder-1,,,Full sun,1,0,0,,--,,2014-08-13,,,,,,
73084,Fragaria virginiana,Virginia strawberry-1,,,Full sun,1,0,0,,--,,2014-08-13,,,,,,
73086,Pseudotsuga menziesii,Douglas-fir-1,,,Mostly sun,1,0,0,,--,,2014-08-13,,,,,,
73087,Castilleja miniata,giant red Indian paintbrush-1,,,Mostly sun,1,0,0,,--,,2014-08-13,,,,,,
73110,Taxodium distichum,bald cypress-2,,,Mostly sun,0,1,,,--,,2014-08-15,,,,,,
73111,Taxodium distichum,bald cypress-3,,,Mostly sun,0,1,,,--,,2014-08-15,,,,,,
73112,Quercus rubra,northern red oak-2,,,Mostly sun,0,1,,,--,,2014-08-15,,,,,,
73113,Quercus rubra,northern red oak-3,,,Mostly sun,0,1,,,--,,2014-08-15,,,,,,
73115,Ulmus crassifolia,cedar elm-3,,,Mostly sun,0,1,,,--,,2014-08-15,,,,,,
73136,Ribes aureum,golden currant-1,,,Mostly sun,0,1,1,,2013-05-,,2014-08-17,,,,,,
73137,Opuntia imbricata,tree cholla-1,,,Full sun,0,0,1,,2013-05-,,2014-08-17,,,,,,
73138,Ericameria nauseosa,rubber rabbitbrush-1,,,Mostly sun,0,0,1,,2013-08-,,2014-08-17,,,,,,
73139,Halesia carolina,H.car'J 538/2011*A,,,Full sun,0,1,,,--,Halesia carolina 'Jersey Belle',2014-08-18,,,,,,
73141,Prunus laurocerasus,P.lau'S 834/2010*A,,,Half shade,0,1,,,--,Prunus laurocerasus 'Schipkaensis',2014-08-18,,,,,,
73142,Rosa rugosa,R.rug 1214/91*A,,,Full sun,,,,,--,,2014-08-18,,,,,,
73144,Vitis vinifera,V.vin'P 457/93*A,,,Full sun,0,1,,,--,Vitis vinifera 'Purpurea',2014-08-18,,,,,,
73146,Acer circinatum,A.cir 1364/2001*A,,,Half shade,,1,,,--,,2014-08-18,,,,,,
73224,Juniperus monosperma,1 seed Juniper-M- South Loop,,,Full sun,,,,,--,,2014-08-21,,,,,https://mynpn.usanpn.org/images/172dbcc5a19cb63f23dc5c6c85ff647-21074.png,2014-12-19 16:25:10
73226,Populus deltoides,R.G. Cottonwood-F -Seats,,,Full sun,1,0,0,Female,--,,2014-08-21,,,,,https://mynpn.usanpn.org/images/b972861ed936e67682c932f39479ca5-21074.png,2014-12-19 17:07:43
73229,Ribes aureum,Golden Currant-Near Entrance,,,Mostly sun,1,0,0,,--,,2014-08-21,,,,,https://mynpn.usanpn.org/images/517da7d4a39df3209dfac016d22538-21074.png,2014-12-19 17:04:01
73263,Liquidambar styraciflua,L.sty 2110/99*H,,,,,,,,--,,2014-08-22,,,,,,
73264,Symphyotrichum ericoides,S.ericoides 854/2010*A,,,,0,,,,--,Symphyotrichum ericoides forma 'Snow Flurries',2014-08-22,,,,,,
73265,Quercus alba,Q.alb 1486/2002*A,,,,,,,,--,,2014-08-22,,,,,,
73355,Toxicodendron radicans,eastern poison ivy-3,1,2 m2,Half shade,1,,,,--,,2014-08-24,,,,,,
73356,Cladrastis kentukea,C.ken 926/88*A,,,Mostly shade,,,,,--,,2014-08-25,,,,,,
73357,Populus deltoides,P.del 71527*A,,,Full sun,,,,,--,,2014-08-25,,,,,,
73358,Magnolia stellata,M.ste 30238*B,,,,,,,,--,,2014-08-25,,,,,,
73359,Fagus grandifolia,F.gra 818/2013*A,,,,,,,,--,,2014-08-25,,,,,,
73360,Liriodendron tulipifera,L.tul 950/98*J,,,,,,,,--,,2014-08-25,,,,,,
73361,Betula papyrifera,B.pap 78990*C,,,,,,,,--,,2014-08-25,,,,,,
73362,Quercus macrocarpa,Q.mac 05892*D,,,,,,,,--,,2014-08-25,,,,,,
73363,Quercus rubra,Q.rub 05889*BI,,,,,,,,--,,2014-08-25,,,,,,
73364,Quercus palustris,Q.pal 05904*AG,,,,,,,,--,,2014-08-25,,,,,,
73367,Nyssa sylvatica,N.syl 214/2002*A,,,,,,,,--,,2014-08-25,,,,,,
73368,Magnolia virginiana,M.vir'M 445/2012*L,,,,,,,,--,Magnolia virginiana Moonglow,2014-08-25,,,,,,
73370,Acer rubrum,A.rub 409/97*A,,,,,,,,--,,2014-08-25,,,,,,
73371,Liquidambar styraciflua,L.sty 401/97*A,,,,,,,,--,,2014-08-25,,,,,,
73372,Quercus alba,Q.alb 309/2002*A,,,,,,,,--,,2014-08-25,,,,,,
73373,Symphoricarpos albus,S.alb 77334*A,,,,,,,,--,,2014-08-25,,,,,,
73375,Gleditsia triacanthos,G.tri.fi 1118/98*A,,,,,,,,--,Gleditsia triacanthos forma inermis,2014-08-25,,,,,,
73376,Platanus occidentalis,P.occ 06793*F,,,,,,,,--,,2014-08-25,,,,,,
73378,Acer saccharum,A.sac 02674*L,,,,,,,,--,,2014-08-25,,,,,,
73379,Ginkgo biloba,G.bil 76163*B,,,,,,,,--,,2014-08-25,,,,,,
73380,Prunus yedoensis,P.yed'A 1694/40*A,,,,,,,,--,Prunus x yedoensis 'Akebono' ,2014-08-25,,,,,,
73382,Acer saccharinum,A.Sac'W 370/41*A,,,,,,,,--,Acer saccharinum 'Willis Cutleaf'*,2014-08-25,,,,,,
73383,Ilex aquifolium,I.aqu 1207/2012*A,,,,,,,,--,,2014-08-25,,,,,,
73384,Liquidambar styraciflua,L.sty 50659*CN,,,,,,,,--,,2014-08-25,,,,,,
73385,Quercus alba,Q.alb 06798*Z,,,,,,,,--,,2014-08-25,,,,,,
73386,Liriodendron tulipifera,L.tul 24815*T,,,,,,,,--,,2014-08-25,,,,,,
73388,Ginkgo biloba,G.bil 1358/97*F,,,,,,,,--,,2014-08-25,,,,,,
73390,Quercus imbricaria,Q.imb 239/2000*A,,,,,,,,--,,2014-08-25,,,,,,
73391,Amelanchier grandiflora-autumnbrilliance,A.gra'A 403/2006*B,,,,,,,,--,Amelanchier x grandiflora 'Autumn Brilliance'*,2014-08-25,,,,,,
73392,Cornus florida,C.flo.fr 307/89*A,,,,,,,,--,Cornus florida forma rubra,2014-08-25,,,,,,
73394,Celtis occidentalis,C.occ 601/92*A,,,,,,,,--,,2014-08-25,,,,,,
73395,Magnolia tripetala,M.tri 02372*A,,,,,,,,--,,2014-08-25,,,,,,
73396,Platanus occidentalis,P.occ 06793*B,,,,,,,,--,,2014-08-25,,,,,,
